"wave" "response"
4000 0
4050 0
4100 0
4150 0
4200 0
4250 0
4300 0
4350 0
4400 0
4450 0
4500 0
4550 0
4600 0
4650 0
4700 0
4750 0
4800 0
4850 0
4900 0
4950 0
5000 0
5050 0
5100 0
5150 0
5200 0
5250 0
5300 0
5350 0
5400 0
5450 0
5500 0
5550 0
5600 0
5650 0
5700 0
5750 0
5800 0
5850 0
5900 0
5950 0
6000 0
6050 0
6100 0
6150 0
6200 0
6250 0
6300 0
6350 0
6400 0
6450 0
6500 0
6550 0
6600 0
6650 0
6700 0
6750 0
6800 0
6850 0
6900 0
6950 0
7000 0
7050 0
7100 0
7150 0
7200 0
7250 0
7300 0
7350 0
7400 0
7450 0
7500 0
7550 0
7600 0
7650 0
7700 0
7750 0
7800 0
7850 0
7900 0
7950 0
8000 0
8050 0
8100 0
8150 0
8200 0
8250 0
8300 0
8350 0
8400 0
8450 0
8500 0
8550 0
8600 0
8650 0
8700 0
8750 0
8800 0
8850 2.21048521780176e-05
8900 0.000198943671421148
8950 0.000972613575868309
9000 0.00393466372042894
9050 0.0131302829831839
9100 0.0362298563122749
9150 0.0833574011921883
9200 0.161321222782135
9250 0.265744566917419
9300 0.37927508354187
9350 0.4794542491436
9400 0.55058765411377
9450 0.591592192649841
9500 0.610469698905945
9550 0.617432773113251
9600 0.619488537311554
9650 0.619355857372284
9700 0.619068562984467
9750 0.618272721767426
9800 0.617786467075348
9850 0.616990625858307
9900 0.616106450557709
9950 0.615620195865631
10000 0.614868581295013
10050 0.614492833614349
10100 0.614161252975464
10150 0.61385178565979
10200 0.613564431667328
10250 0.613299131393433
10300 0.613078117370605
10350 0.61254757642746
10400 0.612437069416046
10450 0.612326562404633
10500 0.612282335758209
10550 0.612304449081421
10600 0.612370729446411
10650 0.612481296062469
10700 0.612636029720306
10750 0.612812876701355
10800 0.61301177740097
10850 0.613542318344116
10900 0.613697052001953
10950 0.613873898983002
11000 0.614338099956512
11050 0.614028632640839
11100 0.614028632640839
11150 0.614315986633301
11200 0.614581227302551
11250 0.614514946937561
11300 0.614846527576447
11350 0.615001261234283
11400 0.615178048610687
11450 0.615244388580322
11500 0.615664422512054
11550 0.615841209888458
11600 0.61606228351593
11650 0.616636991500854
11700 0.616946458816528
11750 0.617587506771088
11800 0.618250668048859
11850 0.618582189083099
11900 0.619289577007294
11950 0.620019018650055
12000 0.62035059928894
12050 0.620770633220673
12100 0.621566355228424
12150 0.622384250164032
12200 0.622826337814331
12250 0.623533725738525
12300 0.624285280704498
12350 0.624793648719788
12400 0.625235795974731
12450 0.625788450241089
12500 0.625854730606079
12550 0.626097917556763
12600 0.626164197921753
12650 0.626031517982483
12700 0.625832557678223
12750 0.625766277313232
12800 0.625677883625031
12850 0.625257849693298
12900 0.625235795974731
12950 0.625103116035461
13000 0.625036835670471
13050 0.625302076339722
13100 0.625280022621155
13150 0.625655770301819
13200 0.626075744628906
13250 0.62618625164032
13300 0.626738905906677
13350 0.627313613891602
13400 0.627556800842285
13450 0.628153622150421
13500 0.628838896751404
13550 0.629258871078491
13600 0.630054652690887
13650 0.630563080310822
13700 0.631380975246429
13750 0.632242977619171
13800 0.632707178592682
13850 0.633635580539703
13900 0.634188234806061
13950 0.634519815444946
14000 0.634740889072418
14050 0.634586155414581
14100 0.634342968463898
14150 0.634166181087494
14200 0.634320914745331
14250 0.634851396083832
14300 0.635072410106659
14350 0.635470330715179
14400 0.635492444038391
14450 0.635205090045929
14500 0.635359823703766
14550 0.635625064373016
14600 0.635824024677277
14650 0.635956645011902
14700 0.636089265346527
14750 0.636442959308624
14800 0.636442959308624
14850 0.636796593666077
14900 0.636885046958923
14950 0.637305021286011
15000 0.637437641620636
15050 0.637526094913483
15100 0.638012409210205
15150 0.638343930244446
15200 0.638697624206543
15250 0.639272332191467
15300 0.639449238777161
15350 0.640023946762085
15400 0.640598654747009
15450 0.641018629074097
15500 0.641460776329041
15550 0.641792297363281
15600 0.642123878002167
15650 0.642322838306427
15700 0.642831206321716
15750 0.6430743932724
15800 0.64333963394165
15850 0.643803834915161
15900 0.644356489181519
15950 0.645063817501068
16000 0.645947992801666
16050 0.646810114383698
16100 0.647760629653931
16150 0.64860063791275
16200 0.649506866931915
16250 0.650744795799255
16300 0.652004778385162
16350 0.652911067008972
16400 0.653773188591003
16450 0.654568910598755
16500 0.655298352241516
16550 0.656204700469971
16600 0.656624674797058
16650 0.657376229763031
16700 0.658061504364014
16750 0.658370971679688
16800 0.65865832567215
16850 0.659233033657074
16900 0.659498333930969
16950 0.659697234630585
17000 0.660316169261932
17050 0.66093510389328
17100 0.661554038524628
17150 0.66204035282135
17200 0.662791907787323
17250 0.663189828395844
17300 0.663543522357941
17350 0.663985550403595
17400 0.664361417293549
17450 0.664405584335327
17500 0.66475921869278
17550 0.664383471012115
17600 0.664272964000702
17650 0.663698256015778
17700 0.663057148456573
17750 0.662371933460236
17800 0.661686718463898
17850 0.661399304866791
17900 0.660780370235443
17950 0.660271942615509
18000 0.659586727619171
18050 0.659166753292084
18100 0.659277260303497
18150 0.658967792987823
18200 0.659365653991699
18250 0.659675121307373
18300 0.66002881526947
18350 0.660426676273346
18400 0.660824596881866
18450 0.661222517490387
18500 0.661598265171051
18550 0.661929845809937
18600 0.662261426448822
18650 0.662968814373016
18700 0.663256108760834
18750 0.663897216320038
18800 0.664140284061432
18850 0.664339244365692
18900 0.664162456989288
18950 0.664228737354279
19000 0.664206683635712
19050 0.664051949977875
19100 0.664140284061432
19150 0.663764536380768
19200 0.66327828168869
19250 0.662968814373016
19300 0.662062466144562
19350 0.661023557186127
19400 0.659277260303497
19450 0.656889915466309
19500 0.652292132377625
19550 0.645152270793915
19600 0.634011447429657
19650 0.617896974086761
19700 0.596322655677795
19750 0.56767475605011
19800 0.531842768192291
19850 0.489003539085388
19900 0.440019220113754
19950 0.386459141969681
20000 0.330622285604477
20050 0.274652779102325
20100 0.22120326757431
20150 0.172417849302292
20200 0.129866003990173
20250 0.0943877249956131
20300 0.0661156177520752
20350 0.0446297004818916
20400 0.0289573576301336
20450 0.0180596653372049
20500 0.0108313784003258
20550 0.00623356876894832
20600 0.00344835710711777
20650 0.00181259796954691
20700 0.000928403809666634
20750 0.00044209707994014
20800 0.00022104853997007
20850 8.84194087120704e-05
20900 4.42097043560352e-05
20950 2.21048521780176e-05
21000 0
21050 0
21100 0
21150 0
21200 0
21250 0
21300 0
21350 0
21400 0
21450 0
21500 0
21550 0
21600 0
21650 0
21700 0
21750 0
21800 0
21850 0
21900 0
21950 0
22000 0
22050 0
22100 0
22150 0
22200 0
22250 0
22300 0
22350 0
22400 0
22450 0
22500 0
22550 0
22600 0
22650 0
22700 0
22750 0
22800 0
22850 0
22900 0
22950 0
23000 0
23050 0
23100 0
23150 0
23200 0
23250 0
23300 0
23350 0
23400 0
23450 0
23500 0
23550 0
23600 0
23650 0
23700 0
23750 0
23800 0
23850 0
23900 0
23950 0
24000 0
24050 0
24100 0
24150 0
24200 0
24250 0
24300 0
24350 0
24400 0
24450 0
24500 0
24550 0
24600 0
24650 0
24700 0
24750 0
24800 0
24850 0
24900 0
24950 0
25000 0
25050 0
25100 0
25150 0
25200 0
25250 0
25300 0
25350 0
25400 0
25450 0
25500 0
25550 0
25600 0
25650 0
25700 0
25750 0
25800 0
25850 0
25900 0
25950 0
26000 0
